Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
test,2007-03-09,14,237,1
