Instance,datetime,WS,WD,TMP,RH
CHI2015,10-03-2014 14:00,9.72,315.0,28.299999237060547,59.2
CHI2015,10-03-2014 15:00,9.72,292.0,31.600000381469727,37.6
CHI2015,10-03-2014 16:00,9.72,292.0,28.100000381469727,48.8
CHI2015,10-03-2014 17:00,8.91,297.625,30.200000762939453,49.8
CHI2015,10-03-2014 18:00,8.1,303.25,29.100000381469727,47.0
CHI2015,10-03-2014 19:00,7.29,308.875,28.200000762939453,67.6
CHI2015,10-03-2014 20:00,6.48,314.5,32.70000076293945,41.8
CHI2015,10-03-2014 21:00,5.67,320.125,29.700000762939453,52.4
CHI2015,10-03-2014 22:00,4.86,325.75,35.400001525878906,32.2
CHI2015,10-03-2014 23:00,4.05,331.375,28.100000381469727,58.2
CHI2015,11-03-2014 0:00,3.24,337.0,31.700000762939453,38.2
CHI2015,11-03-2014 1:00,7.92,315.0,28.5,63.8
CHI2015,11-03-2014 2:00,7.92,315.0,33.0,37.0
CHI2015,11-03-2014 3:00,7.92,337.0,28.700000762939453,26.2
